ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2020,2020-08-09,12:30,1,Estádio Major Antônio Couto Pereira,Bruno Arleu de Araújo,0,37182,Coritiba FC,Internacional,Eduardo Barroca,Eduardo Coudet,18,6,6430000,21250000,28.1,27.8,0,1,0,0,2,6,5,13,11,5,3,0,3,2,1,8,1,3
2020,2020-08-09,02:00,1,Estádio Adelmar da Costa Carvalho,Edina Alves Batista,0,35000,Sport Recife,Ceará SC,Daniel Paulista,Guto Ferreira,3,14,7000000,6180000,27.2,29.8,3,2,3,1,0,1,1,3,2,1,0,0,1,0,4,2,0,0
2020,2020-08-09,09:00,1,Estádio Jornalista Mário Filho,Raphael Claus,0,78838,Flamengo,Atlético-MG,Domènec Torrent,Jorge Sampaoli,16,7,76200000,20500000,29.0,24.5,0,1,0,1,9,2,12,24,21,10,4,2,2,3,17,10,10,2
2020,2020-08-09,09:00,1,Estádio Urbano Caldeira,Ricardo Marques Ribeiro,0,20120,Santos FC,RB Bragantino,Cuca,Felipe Tigrão,8,11,28450000,10700000,27.5,25.2,1,1,0,0,4,2,10,19,19,9,5,3,4,2,10,18,5,8
2020,2020-08-10,12:00,1,Arena do Grêmio,Wilton Sampaio,0,60540,Grêmio,Fluminense,Renato Gaúcho,Odair Hellmann,5,17,25350000,20980000,30.1,27.4,1,0,1,0,,,,,,,,,,,,,,
2020,2020-08-10,12:00,1,Estádio Governador Plácido Castelo,Braulio da Silva Machado,0,60326,Fortaleza,Athletico-PR,Rogério Ceni,Dorival Júnior,19,2,7450000,11600000,29.9,25.9,0,2,0,2,3,4,12,7,7,11,3,3,1,1,10,13,4,4
2020,2020-10-01,02:30,1,Estádio Olímpico Nilton Santos,Savio Pereira Sampaio,0,46931,Botafogo,EC Bahia,Paulo Autuori,Mano Menezes,15,4,8900000,13030000,26.6,29.1,1,2,0,1,8,5,18,14,14,14,2,1,0,1,15,12,8,7
2020,2020-10-01,02:30,1,Neo Química Arena,Paulo Roberto Alves Júnior,0,49205,Corinthians,Atlético-GO,Coelho,Vágner Mancini,12,13,27850000,7100000,28.2,26.7,0,0,0,0,4,7,18,12,10,18,5,4,4,2,12,17,8,7
2020,2020-12-03,11:00,1,Estádio Serra Dourada,Caio Max Augusto Vieira,0,12500,Goiás EC,São Paulo,Glauber Ramos,Fernando Diniz,20,1,6580000,28100000,26.1,27.9,0,3,0,1,2,9,16,19,18,16,3,3,0,1,9,15,4,6
2020,2021-01-27,12:00,1,Allianz Parque,Anderson Daronco,0,43600,Palmeiras,Vasco da Gama,Abel Ferreira,Vanderlei Luxemburgo,9,10,15300000,25150000,27.1,27.4,1,1,1,1,6,3,19,11,11,17,2,2,0,2,14,12,7,5
2020,2020-08-12,12:15,2,Estádio Governador Magalhães Pinto,Wagner do Nascimento Magalhães,0,57000,Atlético-MG,Corinthians,Jorge Sampaoli,Tiago Nunes,7,12,23400000,27700000,25.9,27.2,3,2,0,2,8,4,19,11,11,18,2,10,3,1,25,7,9,2
2020,2020-08-12,12:15,2,Arena da Baixada,Diego Pombo Lopez,0,42372,Athletico-PR,Goiás EC,Dorival Júnior,Ney Franco,2,20,14230000,7400000,26.9,25.7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2020,2020-08-12,12:15,2,Estádio Nabi Abi Chedid,André Luiz de Freitas Castro,0,13212,RB Bragantino,Botafogo,Felipe Tigrão,Paulo Autuori,11,15,11430000,10430000,25.5,25.0,1,1,1,0,11,3,13,8,8,13,2,7,1,1,23,9,12,6
2020,2020-08-12,01:30,2,Estádio Olímpico Pedro Ludovico Teixeira,Luiz Flávio de Oliveira,0,13000,Atlético-GO,Flamengo,Vágner Mancini,Domènec Torrent,13,16,6230000,66000000,26.2,28.4,3,0,2,0,11,5,15,19,19,15,3,4,2,1,13,8,5,3
2020,2020-08-13,01:30,2,Estádio Governador Roberto Santos,Flavio Rodrigues de Souza,0,30000,EC Bahia,Coritiba FC,Roger Machado,Eduardo Barroca,4,18,11750000,6800000,28.0,26.7,1,0,1,0,3,8,16,18,17,14,3,4,1,5,12,14,7,8
2020,2020-08-13,02:30,2,Estádio Jornalista Mário Filho,Rafael Traci,0,82238,Fluminense,Palmeiras,Odair Hellmann,Vanderlei Luxemburgo,17,9,12300000,30750000,28.8,28.3,1,1,1,1,3,3,20,31,30,18,0,0,3,0,10,9,6,5
2020,2020-08-13,02:30,2,Estádio Governador Plácido Castelo,Caio Max Augusto Vieira,0,60326,Ceará SC,Grêmio,Guto Ferreira,Renato Gaúcho,14,5,4530000,18080000,27.5,27.0,1,1,1,0,1,7,17,7,7,15,7,4,1,0,11,14,5,4
2020,2020-08-14,12:15,2,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,0,67428,São Paulo,Fortaleza,Fernando Diniz,Rogério Ceni,1,19,27300000,6780000,28.5,28.9,1,0,1,0,6,7,16,18,17,14,3,2,4,3,13,12,7,6
2020,2020-08-14,12:30,2,Estádio Beira-Rio,Marcelo de Lima Henrique,0,56000,Internacional,Santos FC,Eduardo Coudet,Cuca,6,8,23550000,21650000,29.2,28.3,2,0,0,0,9,4,28,14,13,26,1,5,2,2,25,6,13,3
2020,2020-08-14,01:00,2,Estádio São Januário,Rodolpho Toski Marques,0,24584,Vasco da Gama,Sport Recife,Ramon Menezes,Daniel Paulista,10,3,18030000,7000000,27.0,27.2,2,0,2,0,5,8,29,17,16,29,1,4,1,4,9,13,2,8
2020,2020-08-16,12:00,3,Arena do Grêmio,Bruno Arleu de Araújo,0,60540,Grêmio,Corinthians,Renato Gaúcho,Tiago Nunes,8,13,49650000,32900000,29.6,29.2,0,0,0,0,7,5,16,14,14,14,2,7,0,0,24,5,9,2
2020,2020-08-16,12:30,3,Estádio Major Antônio Couto Pereira,Rodrigo D,0,37182,Coritiba FC,Flamengo,Eduardo Barroca,Domènec Torrent,17,20,6630000,71500000,27.9,27.3,0,1,0,1,4,5,25,16,16,24,6,3,2,1,8,18,2,5
2020,2020-08-16,02:30,3,Allianz Parque,Paulo Roberto Alves Júnior,0,43600,Palmeiras,Goiás EC,Vanderlei Luxemburgo,Ney Franco,10,19,29950000,7480000,28.2,26.1,1,1,1,1,,,,,,,,,,,,,,
2020,2020-08-16,04:00,3,Estádio Governador Magalhães Pinto,Savio Pereira Sampaio,0,57000,Atlético-MG,Ceará SC,Jorge Sampaoli,Guto Ferreira,4,12,18600000,5930000,26.5,29.7,2,0,0,0,4,0,14,15,12,12,1,3,2,1,11,13,3,7
2020,2020-08-16,09:00,3,Estádio São Januário,Wilton Sampaio,0,24584,Vasco da Gama,São Paulo,Ramon Menezes,Fernando Diniz,7,1,16430000,27300000,26.4,28.5,2,1,0,0,3,4,16,15,15,14,4,1,1,1,8,11,5,4
2020,2020-08-16,09:00,3,Estádio Governador Roberto Santos,Felipe Fernandes,0,30000,EC Bahia,RB Bragantino,Roger Machado,Felipe Tigrão,5,11,11130000,10630000,28.8,26.2,2,1,1,0,3,7,16,16,14,15,2,2,2,1,10,16,4,7
2020,2020-08-16,11:00,3,Estádio Jornalista Mário Filho,Raphael Claus,0,82238,Fluminense,Internacional,Odair Hellmann,Eduardo Coudet,15,3,20780000,22000000,27.3,29.3,2,1,1,1,1,4,13,24,23,11,1,3,1,1,10,9,2,4
2020,2020-08-17,12:00,3,Estádio Olímpico Pedro Ludovico Teixeira,Grazianni Maciel Rocha,0,13500,Atlético-GO,Sport Recife,Vágner Mancini,Daniel Paulista,6,9,6230000,7480000,26.2,27.9,1,1,1,0,4,9,13,15,15,12,3,3,0,2,10,15,5,8
2020,2020-08-17,12:30,3,Estádio Governador Plácido Castelo,Marielson Alves Silva,0,60326,Fortaleza,Botafogo,Rogério Ceni,Paulo Autuori,18,14,7230000,10230000,30.0,26.1,0,0,0,0,4,7,9,8,8,9,6,1,2,1,12,15,8,6
2020,2020-08-17,12:45,3,Estádio Urbano Caldeira,Anderson Daronco,0,20120,Santos FC,Athletico-PR,Cuca,Dorival Júnior,16,2,28450000,13880000,27.5,26.7,3,1,2,0,2,6,9,22,21,9,1,3,0,0,11,12,5,6
2020,2020-08-20,12:15,4,Estádio Jornalista Mário Filho,Rafael Traci,0,78838,Flamengo,Grêmio,Domènec Torrent,Renato Gaúcho,12,8,73900000,49650000,27.9,29.6,1,1,0,1,1,2,17,20,19,16,1,1,1,3,8,10,4,5
2020,2020-08-20,12:15,4,Estádio Nabi Abi Chedid,Jean Pierre Goncalves Lima,0,13212,RB Bragantino,Fluminense,Felipe Tigrão,Odair Hellmann,14,10,11350000,20780000,25.4,27.3,2,1,1,1,6,4,19,14,14,18,3,1,2,0,13,9,6,3
2020,2020-08-20,12:30,4,Arena da Baixada,Caio Max Augusto Vieira,0,42372,Athletico-PR,Palmeiras,Dorival Júnior,Vanderlei Luxemburgo,6,13,19450000,33450000,25.3,28.0,0,1,0,0,5,7,20,19,18,19,2,0,0,2,6,10,5,6
2020,2020-08-20,01:30,4,Estádio Beira-Rio,Wagner Reway,0,56000,Internacional,Atlético-GO,Eduardo Coudet,Vágner Mancini,5,7,14700000,6550000,26.4,27.5,3,0,0,0,4,3,19,17,16,16,1,2,1,2,11,7,3,5
2020,2020-08-20,01:30,4,Estádio Serra Dourada,Dyorgines Jose Padovani,0,50049,Goiás EC,Fortaleza,Ney Franco,Rogério Ceni,19,18,8980000,7630000,27.0,29.5,1,3,0,1,2,6,16,15,14,14,0,3,3,2,13,13,9,5
2020,2020-08-20,02:30,4,Estádio Olímpico Nilton Santos,Flavio Rodrigues de Souza,0,46931,Botafogo,Atlético-MG,Paulo Autuori,Jorge Sampaoli,16,1,9730000,24800000,25.4,25.0,2,1,1,0,7,16,9,10,10,6,8,3,1,2,10,31,3,13
2020,2020-08-20,02:30,4,Neo Química Arena,Braulio da Silva Machado,0,49205,Corinthians,Coritiba FC,Tiago Nunes,Eduardo Barroca,15,20,29950000,8250000,29.0,28.2,3,1,1,1,10,0,15,7,6,15,3,9,0,3,23,9,6,3
2020,2020-08-21,12:15,4,Estádio Adelmar da Costa Carvalho,Jose Mendonça,0,35000,Sport Recife,Santos FC,Daniel Paulista,Cuca,11,9,6930000,24750000,26.9,27.0,0,1,0,0,4,5,23,17,17,22,4,5,1,1,11,16,3,10
2020,2020-08-21,01:00,4,Estádio Cícero Pompeu de Toledo,Rodrigo Carvalhaes de Miranda,0,67428,São Paulo,EC Bahia,Fernando Diniz,Roger Machado,4,2,28200000,11980000,27.8,28.1,1,1,0,1,5,6,14,16,16,14,3,4,4,1,24,8,12,2
2020,2020-08-21,01:00,4,Estádio Governador Plácido Castelo,Thiago Duarte Peixoto,0,60326,Ceará SC,Vasco da Gama,Guto Ferreira,Ramon Menezes,17,3,5930000,17530000,29.2,27.2,0,3,0,0,13,2,18,14,13,18,1,2,1,2,22,5,9,0
2020,2020-08-22,09:00,5,Arena da Baixada,Daniel Nobre Bins,0,42372,Athletico-PR,Fluminense,Dorival Júnior,Odair Hellmann,7,14,14150000,15900000,26.5,26.5,0,1,0,1,7,2,21,12,11,21,2,5,1,2,14,9,6,3
2020,2020-08-23,12:00,5,Estádio Beira-Rio,Luiz Flávio de Oliveira,0,56000,Internacional,Atlético-MG,Eduardo Coudet,Jorge Sampaoli,3,4,22400000,19400000,28.2,27.9,1,0,1,0,2,5,20,21,20,19,0,2,3,1,6,11,1,5
2020,2020-08-23,02:00,5,Estádio Olímpico Pedro Ludovico Teixeira,Wilton Sampaio,0,13500,Goiás EC,Atlético-GO,Glauber Ramos,Vágner Mancini,18,13,9480000,6230000,29.0,26.2,2,0,1,0,,,,,,,,,,,,,,
2020,2020-08-23,04:00,5,Estádio Jornalista Mário Filho,Leandro Pedro Vuaden,0,78838,Flamengo,Botafogo,Domènec Torrent,Paulo Autuori,17,12,53100000,10150000,28.7,26.3,1,1,0,0,5,4,15,17,16,14,0,4,0,2,15,7,5,4
2020,2020-08-23,09:00,5,Estádio São Januário,Savio Pereira Sampaio,0,24584,Vasco da Gama,Grêmio,Ramon Menezes,Renato Gaúcho,1,9,18330000,48100000,26.8,27.4,0,0,0,0,6,4,23,17,17,23,4,3,1,0,10,14,6,5
2020,2020-08-23,09:00,5,Estádio Cícero Pompeu de Toledo,Vinicius Gonçalves Dias Araujo,0,67000,Palmeiras,Santos FC,Vanderlei Luxemburgo,Cuca,8,6,33450000,27850000,28.0,27.0,2,1,1,0,5,6,21,14,13,19,2,3,4,0,17,9,6,4
2020,2020-08-23,09:00,5,Estádio Nabi Abi Chedid,Gilberto Rodrigues Castro Junior,0,13212,RB Bragantino,Coritiba FC,Felipe Tigrão,Mozart,11,20,11430000,8100000,25.6,28.4,1,2,1,1,10,3,17,18,18,14,2,1,1,2,15,7,5,1
2020,2020-08-24,12:00,5,Estádio Adelmar da Costa Carvalho,Rodrigo D,0,35000,Sport Recife,São Paulo,Daniel Paulista,Fernando Diniz,16,5,6930000,19800000,27.9,27.1,0,1,0,1,,,,,,,,,,,,,,
2020,2020-08-24,01:00,5,Estádio Governador Plácido Castelo,Wagner do Nascimento Magalhães,0,60326,Ceará SC,EC Bahia,Guto Ferreira,Roger Machado,19,2,5650000,10900000,28.3,29.6,2,0,1,0,6,11,21,7,7,18,7,2,1,1,11,16,5,7
2020,2020-08-27,02:30,5,Neo Química Arena,Rodolpho Toski Marques,0,49205,Corinthians,Fortaleza,Tiago Nunes,Rogério Ceni,10,15,26250000,7330000,27.8,30.3,1,1,0,0,5,1,14,12,11,13,2,6,0,5,21,10,10,7
2020,2020-08-29,10:00,6,Estádio Olímpico Nilton Santos,Thiago Duarte Peixoto,0,46931,Botafogo,Internacional,Paulo Autuori,Eduardo Coudet,12,1,7050000,20800000,26.0,29.5,0,2,0,2,5,3,14,24,21,13,2,2,2,2,7,7,4,2
2020,2020-08-30,12:00,6,Estádio Jornalista Mário Filho,Braulio da Silva Machado,0,82238,Fluminense,Vasco da Gama,Odair Hellmann,Ramon Menezes,8,2,19580000,17600000,25.8,27.9,2,1,1,0,2,4,19,16,16,15,3,1,1,1,12,9,6,3
2020,2020-08-30,12:00,6,Estádio Governador Roberto Santos,Bruno Arleu de Araújo,0,30000,EC Bahia,Palmeiras,Roger Machado,Vanderlei Luxemburgo,4,6,11350000,30950000,29.6,27.7,1,1,0,0,8,2,15,16,15,15,4,0,1,4,9,11,1,3
2020,2020-08-30,02:00,6,Estádio Governador Plácido Castelo,Rafael Traci,0,60326,Fortaleza,RB Bragantino,Rogério Ceni,Felipe Tigrão,14,13,7350000,10480000,29.2,23.3,3,0,1,0,3,4,22,10,9,19,2,3,0,1,13,6,6,3
2020,2020-08-30,04:00,6,Estádio Cícero Pompeu de Toledo,Flavio Rodrigues de Souza,0,67428,São Paulo,Corinthians,Fernando Diniz,Tiago Nunes,3,11,17400000,29050000,25.8,28.4,2,1,1,1,7,4,16,22,22,16,4,3,2,1,14,7,7,2
2020,2020-08-30,09:00,6,Estádio Urbano Caldeira,Wilton Sampaio,0,20120,Santos FC,Flamengo,Cuca,Domènec Torrent,7,16,21550000,70500000,27.3,27.6,0,1,0,1,9,2,14,26,26,12,5,5,5,1,22,10,11,4
2020,2020-08-30,09:00,6,Estádio Major Antônio Couto Pereira,Raphael Claus,0,37182,Coritiba FC,Sport Recife,,,20,17,,,,,1,0,0,0,5,2,14,19,17,14,1,2,0,1,13,7,6,4
2020,2020-08-30,11:00,6,Estádio Antonio Accioly,Igor Junior Benevenuto,0,13000,Atlético-GO,Ceará SC,Vágner Mancini,Guto Ferreira,15,19,6230000,5600000,26.3,28.6,0,2,0,0,4,4,16,11,10,16,3,4,1,2,14,13,8,2
2020,2020-11-18,11:00,6,Estádio Governador Magalhães Pinto,Dyorgines Jose Padovani,0,57000,Atlético-MG,Athletico-PR,Jorge Sampaoli,Paulo Autuori,5,10,39750000,18400000,25.8,25.4,0,2,0,2,9,1,7,23,23,7,4,6,1,1,21,10,8,3
2020,2020-11-30,10:00,6,Arena do Grêmio,Savio Pereira Sampaio,0,60540,Grêmio,Goiás EC,Renato Gaúcho,Glauber Ramos,9,18,41800000,6680000,29.1,26.3,2,1,1,0,8,1,15,17,17,15,1,8,2,1,26,5,12,2
2020,2020-09-03,12:00,7,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira,0,60326,Ceará SC,Fortaleza,Guto Ferreira,Rogério Ceni,13,10,6000000,6850000,29.1,28.7,1,0,1,0,2,6,22,18,18,20,0,3,4,2,9,5,5,3
2020,2020-09-03,12:15,7,Estádio Serra Dourada,Jose Mendonça,0,50049,Goiás EC,Corinthians,Thiago Larghi,Tiago Nunes,20,15,8900000,27880000,27.0,28.9,1,2,0,1,3,6,16,12,12,14,3,3,1,0,11,11,7,5
2020,2020-09-03,12:15,7,Estádio Jornalista Mário Filho,Marielson Alves Silva,0,82238,Fluminense,Atlético-GO,Odair Hellmann,Vágner Mancini,5,18,20830000,7430000,27.5,24.8,1,1,1,0,2,9,14,16,16,13,2,3,0,1,11,15,4,9
2020,2020-09-03,01:30,7,Estádio Olímpico Nilton Santos,Felipe Fernandes,0,46931,Botafogo,Coritiba FC,,,16,14,,,,,0,0,0,0,6,6,23,21,21,22,3,5,1,0,17,7,9,2
2020,2020-09-03,01:30,7,Arena da Baixada,Wagner do Nascimento Magalhães,0,42372,Athletico-PR,RB Bragantino,Eduardo Barros,Marcinho,8,17,13580000,15750000,24.2,24.6,1,1,1,1,2,8,15,12,11,13,2,4,1,0,11,18,3,8
2020,2020-09-03,01:30,7,Arena Fonte Nova,Savio Pereira Sampaio,0,55000,EC Bahia,Flamengo,Roger Machado,Domènec Torrent,4,11,11950000,54500000,30.3,26.6,3,5,2,3,5,6,8,17,17,8,3,3,2,2,14,20,6,7
2020,2020-09-03,02:30,7,Allianz Parque,Wilton Sampaio,0,43600,Palmeiras,Internacional,Vanderlei Luxemburgo,Eduardo Coudet,6,1,30750000,17650000,27.3,26.3,1,1,0,0,5,4,21,23,22,20,1,0,1,0,11,8,5,2
2020,2020-09-03,02:30,7,Estádio Urbano Caldeira,Rodrigo D,0,20120,Santos FC,Vasco da Gama,Cuca,Ramon Menezes,12,3,22500000,11730000,27.4,26.4,2,2,1,1,9,2,17,21,20,16,1,3,2,1,11,9,3,3
2020,2020-09-04,12:00,7,Arena do Grêmio,Dyorgines Jose Padovani,0,60540,Grêmio,Sport Recife,Renato Gaúcho,Jair Ventura,7,19,38500000,6130000,30.9,27.5,1,2,0,1,11,1,10,11,11,10,1,6,1,1,28,5,15,2
2020,2020-09-04,01:00,7,Estádio Raimundo Sampaio,Jean Pierre Goncalves Lima,0,23018,Atlético-MG,São Paulo,Jorge Sampaoli,Fernando Diniz,9,2,20900000,17400000,27.3,25.8,3,0,2,0,5,3,18,11,10,16,4,5,3,1,14,13,3,7
2020,2020-09-05,10:00,8,Estádio Jornalista Mário Filho,Flavio Rodrigues de Souza,0,78838,Flamengo,Fortaleza,Domènec Torrent,Rogério Ceni,6,13,62700000,6430000,27.3,30.1,2,1,1,1,11,3,12,21,19,11,1,6,3,4,18,4,9,2
2020,2020-09-06,12:00,8,Neo Química Arena,Rafael Traci,0,49205,Corinthians,Botafogo,Tiago Nunes,Paulo Autuori,12,17,24580000,7750000,28.5,27.8,2,2,1,1,12,6,18,10,9,17,1,4,1,2,14,13,4,8
2020,2020-09-06,02:00,8,Estádio Governador Plácido Castelo,Wagner Reway,0,60326,Ceará SC,Santos FC,Guto Ferreira,Cuca,10,14,6150000,19150000,29.6,25.8,0,1,0,1,7,5,18,18,18,18,3,6,1,2,13,9,6,3
2020,2020-09-06,04:00,8,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,0,13212,RB Bragantino,Palmeiras,Marcinho,Vanderlei Luxemburgo,18,8,9350000,32750000,26.8,26.7,1,2,0,0,5,3,23,12,10,23,2,3,1,2,20,14,8,7
2020,2020-09-06,09:00,8,Estádio Cícero Pompeu de Toledo,Paulo Roberto Alves Júnior,0,67428,São Paulo,Fluminense,Fernando Diniz,Odair Hellmann,2,5,16000000,16230000,26.4,26.4,3,1,0,1,3,2,20,13,12,19,3,0,0,2,14,12,9,4
2020,2020-09-06,09:00,8,Estádio Beira-Rio,Braulio da Silva Machado,0,56000,Internacional,EC Bahia,Eduardo Coudet,Claudio Prates,1,7,19830000,11000000,29.0,28.1,2,2,1,1,7,5,11,11,10,11,1,3,0,1,9,9,2,3
2020,2020-09-06,11:00,8,Estádio São Januário,Raphael Claus,0,24584,Vasco da Gama,Athletico-PR,Ramon Menezes,Eduardo Barros,4,9,16130000,9330000,26.1,25.3,1,0,1,0,3,2,7,16,15,5,4,1,2,1,8,14,5,4
2020,2020-09-07,12:00,8,Estádio Antonio Accioly,Ricardo Marques Ribeiro,0,13000,Atlético-GO,Grêmio,Vágner Mancini,Renato Gaúcho,19,11,7100000,37100000,24.9,29.8,1,1,1,1,3,3,16,13,12,16,1,1,0,1,8,6,6,4
2020,2020-09-07,01:30,8,Estádio Adelmar da Costa Carvalho,Vinicius Gomes,0,35000,Sport Recife,Goiás EC,Jair Ventura,Thiago Larghi,15,20,6130000,8130000,27.5,26.5,2,1,0,0,9,4,18,17,15,16,4,4,1,0,17,10,6,5
2020,2020-09-07,01:30,8,Estádio Major Antônio Couto Pereira,Diego Pombo Lopez,0,37182,Coritiba FC,Atlético-MG,,,16,3,,,,,0,1,0,1,4,4,14,19,16,13,1,3,0,2,13,19,5,12
2020,2020-09-09,10:30,9,Arena da Baixada,Vinicius Gonçalves Dias Araujo,0,42372,Athletico-PR,Botafogo,Eduardo Barros,Paulo Autuori,11,16,13250000,9400000,29.1,26.9,1,1,0,0,7,3,19,10,8,17,4,2,3,2,17,12,9,5
2020,2020-09-09,11:00,9,Estádio Serra Dourada,Caio Max Augusto Vieira,0,50049,Goiás EC,Coritiba FC,,,20,17,,,,,3,3,1,2,9,2,27,13,11,25,0,4,0,2,19,13,8,5
2020,2020-09-09,11:00,9,Estádio Governador Plácido Castelo,Felipe Fernandes,0,60326,Fortaleza,Sport Recife,Rogério Ceni,Jair Ventura,15,13,8050000,7400000,30.5,27.3,1,0,0,0,6,1,27,14,14,26,1,3,0,2,12,4,7,2
2020,2020-09-10,12:15,9,Estádio Cícero Pompeu de Toledo,Savio Pereira Sampaio,0,67428,São Paulo,RB Bragantino,Fernando Diniz,Maurício Barbieri,2,19,29000000,17200000,26.1,26.0,1,1,0,0,5,1,18,18,16,15,1,3,5,2,14,10,5,5
2020,2020-09-10,02:30,9,Estádio Jornalista Mário Filho,Raphael Claus,0,82238,Fluminense,Flamengo,Odair Hellmann,Domènec Torrent,9,5,9750000,71800000,28.2,28.0,1,2,0,2,7,6,15,16,16,15,4,2,1,2,18,13,7,6
2020,2020-09-10,02:30,9,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,0,20120,Santos FC,Atlético-MG,Cuca,Jorge Sampaoli,8,3,21700000,29500000,26.0,26.1,3,1,2,1,4,5,11,15,15,7,3,1,4,1,8,16,3,6
2020,2020-09-11,12:15,9,Estádio Beira-Rio,Rodrigo D,0,56000,Internacional,Ceará SC,Eduardo Coudet,Guto Ferreira,1,12,24900000,6700000,26.1,28.2,2,0,1,0,10,3,15,16,15,15,0,7,1,1,17,6,7,5
2020,2020-09-11,12:15,9,Neo Química Arena,Leandro Pedro Vuaden,0,49205,Corinthians,Palmeiras,Tiago Nunes,Vanderlei Luxemburgo,14,6,29700000,48600000,28.7,26.5,0,2,0,1,5,6,13,16,15,12,6,4,1,2,10,21,4,8
2020,2020-09-11,12:15,9,Arena Fonte Nova,Jose Mendonça,0,55000,EC Bahia,Grêmio,Claudio Prates,Renato Gaúcho,7,10,10350000,36600000,27.8,29.4,0,2,0,1,8,4,12,9,9,12,4,6,1,2,17,18,9,9
2020,2020-09-11,02:00,9,Estádio São Januário,Héber Lopes,0,24584,Vasco da Gama,Atlético-GO,Ramon Menezes,Vágner Mancini,4,18,20250000,8550000,26.9,24.9,1,2,0,0,1,4,15,23,23,13,5,4,0,1,9,13,2,4
2020,2020-09-12,09:30,10,Arena da Baixada,Jean Pierre Goncalves Lima,0,42372,Athletico-PR,Coritiba FC,,,11,18,,,,,1,0,1,0,9,6,21,12,12,21,1,1,3,3,10,5,6,2
2020,2020-09-13,12:00,10,Estádio Urbano Caldeira,Luiz Flávio de Oliveira,0,20120,Santos FC,São Paulo,Cuca,Fernando Diniz,7,2,22700000,30700000,25.8,26.3,2,2,1,2,5,2,18,20,19,15,4,4,1,3,10,12,4,3
2020,2020-09-13,09:00,10,Estádio Jornalista Mário Filho,Braulio da Silva Machado,0,82238,Fluminense,Corinthians,Odair Hellmann,Coelho,12,15,18000000,29800000,28.2,27.2,2,1,1,0,5,8,14,15,14,12,2,1,0,2,15,9,7,5
2020,2020-09-13,09:00,10,Arena do Grêmio,Igor Junior Benevenuto,0,60540,Grêmio,Fortaleza,Renato Gaúcho,Rogério Ceni,8,10,19300000,7300000,30.8,30.2,1,1,0,1,6,2,11,13,12,9,1,2,2,0,14,3,4,0
2020,2020-09-13,11:00,10,Estádio Governador Plácido Castelo,Marielson Alves Silva,0,60326,Ceará SC,Flamengo,Guto Ferreira,Domènec Torrent,14,3,8400000,53650000,29.6,27.2,2,0,0,0,5,8,8,6,5,8,2,1,2,2,8,11,3,7
2020,2020-09-13,11:00,10,Estádio Raimundo Sampaio,Ramon Abatti,0,23018,Atlético-MG,RB Bragantino,Jorge Sampaoli,Maurício Barbieri,5,19,30500000,17580000,25.9,26.2,2,1,1,0,8,3,13,18,18,12,3,5,5,0,14,12,5,6
2020,2020-09-13,11:00,10,Estádio Serra Dourada,Flavio Rodrigues de Souza,0,50049,Goiás EC,Internacional,Thiago Larghi,Eduardo Coudet,20,1,10050000,18150000,28.0,28.8,1,0,1,0,0,12,10,14,14,10,4,0,1,5,6,15,3,5
2020,2020-09-13,11:00,10,Estádio Governador Roberto Santos,Vinicius Gomes,0,30000,EC Bahia,Atlético-GO,Mano Menezes,Vágner Mancini,9,16,13150000,8250000,28.8,24.9,0,1,0,1,5,5,16,20,17,13,2,1,5,1,9,12,3,4
2020,2020-09-14,12:45,10,Allianz Parque,Diego Pombo Lopez,0,43600,Palmeiras,Sport Recife,Vanderlei Luxemburgo,Jair Ventura,4,13,41600000,7450000,27.9,28.0,2,2,2,1,6,2,15,12,12,14,2,5,3,1,20,9,7,3
2020,2020-09-14,01:30,10,Estádio Olímpico Nilton Santos,Wilton Sampaio,0,46931,Botafogo,Vasco da Gama,Paulo Autuori,Ramon Menezes,17,6,9000000,22750000,26.5,27.7,2,3,0,1,5,4,18,8,8,18,3,7,0,2,25,14,12,5
2020,2020-08-27,12:00,11,Estádio Cícero Pompeu de Toledo,Marcelo de Lima Henrique,0,67428,São Paulo,Athletico-PR,Fernando Diniz,Dorival Júnior,4,9,19800000,14050000,27.1,24.5,1,0,0,0,4,1,13,16,14,13,3,5,3,1,16,5,8,2
2020,2020-09-17,02:30,11,Neo Química Arena,Wagner do Nascimento Magalhães,0,49205,Corinthians,EC Bahia,Coelho,Mano Menezes,16,14,25500000,11350000,26.5,29.2,3,2,2,1,4,11,15,13,12,15,3,2,1,5,11,24,4,13
