ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2020,2021-01-20,10:00,31,Arena Fonte Nova,Luiz Flávio de Oliveira,0,55000,EC Bahia,Athletico-PR,Dado Cavalcanti,Paulo Autuori,16,10,5180000,20950000,25.9,26.7,1,0,0,0,9,4,15,14,13,15,1,3,3,2,11,12,6,7
2020,2021-01-20,11:15,31,Arena do Grêmio,Raphael Claus,0,60540,Grêmio,Atlético-MG,Renato Gaúcho,Jorge Sampaoli,6,2,37850000,30300000,28.7,27.7,1,1,0,1,3,1,11,7,7,8,3,2,1,2,8,10,3,4
2020,2021-01-21,12:30,31,Estádio Major Antônio Couto Pereira,Felipe Fernandes,0,37182,Coritiba FC,Fluminense,Gustavo Morínigo,Marcão,19,7,5850000,10800000,25.2,27.4,3,3,2,0,2,12,20,9,10,21,3,1,1,1,8,21,4,10
2020,2021-01-21,01:30,31,Estádio Cícero Pompeu de Toledo,Marcelo de Lima Henrique,0,67428,São Paulo,Internacional,Fernando Diniz,Abel Braga,1,3,27800000,23700000,28.2,26.2,1,5,1,2,7,2,15,19,18,14,2,4,0,2,11,19,4,8
2020,2021-01-21,01:30,31,Estádio Nabi Abi Chedid,Leandro Pedro Vuaden,0,13212,RB Bragantino,Vasco da Gama,Maurício Barbieri,Vanderlei Luxemburgo,12,14,22450000,20350000,25.9,27.9,4,1,1,0,3,3,12,17,16,12,3,5,1,0,20,8,8,3
2020,2021-01-21,11:00,31,Estádio Nacional de Brasília Mané Garrincha,Savio Pereira Sampaio,0,72000,Flamengo,Palmeiras,Rogério Ceni,Abel Ferreira,4,5,76650000,34600000,28.9,27.5,2,0,1,0,4,1,26,15,14,25,0,5,1,2,15,6,4,4
2020,2021-01-21,11:00,31,Estádio Governador Plácido Castelo,Ricardo Marques Ribeiro,0,60326,Fortaleza,Santos FC,Enderson Moreira,Cuca,17,8,8050000,11750000,30.5,24.1,2,0,0,0,7,5,20,14,13,18,3,1,4,1,10,12,4,8
2020,2021-01-21,11:00,31,Estádio Serra Dourada,Héber Lopes,0,12500,Goiás EC,Ceará SC,Glauber Ramos,Guto Ferreira,18,11,5830000,6700000,26.2,28.0,0,4,0,2,6,1,12,10,9,11,0,2,1,0,14,12,9,3
2020,2021-01-22,01:00,31,Neo Química Arena,Anderson Daronco,0,49205,Corinthians,Sport Recife,Vágner Mancini,Jair Ventura,9,15,27400000,7650000,28.9,29.0,3,0,1,0,6,5,9,7,5,9,4,9,2,3,20,10,6,4
2020,2021-01-23,11:00,32,Estádio Cícero Pompeu de Toledo,Rodrigo D,0,67428,São Paulo,Coritiba FC,Fernando Diniz,Gustavo Morínigo,4,18,29100000,5580000,28.6,26.7,1,1,0,0,7,2,19,16,16,15,2,5,1,0,18,10,11,5
2020,2021-01-24,01:00,32,Estádio São Januário,Vinicius Gonçalves Dias Araujo,0,24584,Vasco da Gama,Atlético-MG,Vanderlei Luxemburgo,Jorge Sampaoli,16,3,25150000,30100000,28.3,26.9,3,2,2,0,2,9,15,11,10,13,2,0,0,0,6,17,2,9
2020,2021-01-24,08:00,32,Estádio Beira-Rio,Luiz Flávio de Oliveira,0,56000,Internacional,Grêmio,Abel Braga,Renato Gaúcho,1,6,25700000,59000000,26.1,29.5,2,1,0,0,6,1,19,15,14,19,2,3,0,1,17,9,5,4
2020,2021-01-24,08:00,32,Arena da Baixada,Leandro Pedro Vuaden,0,42372,Athletico-PR,Flamengo,Paulo Autuori,Rogério Ceni,12,2,20600000,72850000,27.1,28.7,2,1,1,1,3,3,20,11,9,20,1,6,4,1,11,12,1,4
2020,2021-01-24,08:00,32,Estádio Governador Plácido Castelo,Braulio da Silva Machado,0,60326,Ceará SC,Palmeiras,Guto Ferreira,Abel Ferreira,10,5,7350000,52500000,28.4,26.3,2,1,2,1,2,7,9,16,15,9,3,1,3,6,9,12,5,5
2020,2021-01-24,10:15,32,Estádio Adelmar da Costa Carvalho,Raphael Claus,0,35000,Sport Recife,EC Bahia,Jair Ventura,Dado Cavalcanti,17,14,8200000,7250000,28.3,27.4,2,0,0,0,10,3,16,8,8,14,2,4,5,1,18,9,4,5
2020,2021-01-24,10:15,32,Estádio Antonio Accioly,Rafael Traci,0,13000,Atlético-GO,Fortaleza,Marcelo Cabo,Enderson Moreira,13,15,9050000,7200000,25.3,29.0,2,0,1,0,5,5,12,13,13,10,3,1,0,2,7,11,2,4
2020,2021-01-24,10:15,32,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,0,20120,Santos FC,Goiás EC,Cuca,Glauber Ramos,9,19,35550000,4830000,25.4,25.3,3,4,2,0,11,3,11,19,19,11,2,5,4,2,20,17,7,8
2020,2021-01-25,12:30,32,Estádio São Januário,Edina Alves Batista,0,24500,Fluminense,Botafogo,Marcão,Eduardo Barroca,7,20,11700000,8900000,26.0,25.7,2,0,0,0,2,1,20,20,19,19,0,3,0,1,12,5,5,3
2020,2021-01-26,12:00,32,Neo Química Arena,Bruno Arleu de Araújo,0,49205,Corinthians,RB Bragantino,Vágner Mancini,Maurício Barbieri,8,11,29300000,19150000,29.2,27.2,0,2,0,2,8,3,16,14,14,15,3,5,2,3,13,13,4,5
2020,2021-01-31,08:00,33,Estádio São Januário,Wilton Sampaio,0,24584,Vasco da Gama,EC Bahia,Vanderlei Luxemburgo,Dado Cavalcanti,14,16,25150000,9050000,28.3,27.7,0,0,0,0,6,6,15,16,15,13,2,5,0,1,8,9,3,5
2020,2021-01-31,08:00,33,Estádio Major Antônio Couto Pereira,Vinicius Gonçalves Dias Araujo,0,37182,Coritiba FC,Grêmio,Gustavo Morínigo,Renato Gaúcho,19,6,6480000,23250000,25.9,27.2,1,1,0,1,2,3,26,12,11,26,2,1,0,2,8,20,4,13
2020,2021-01-31,08:00,33,Estádio Antonio Accioly,Braulio da Silva Machado,0,13000,Atlético-GO,São Paulo,Marcelo Cabo,Fernando Diniz,13,3,9200000,28100000,25.6,28.0,2,1,1,1,8,5,13,9,8,13,2,1,1,1,11,13,4,7
2020,2021-01-31,09:00,33,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,0,57000,Atlético-MG,Fortaleza,Jorge Sampaoli,Enderson Moreira,4,17,31100000,6730000,27.6,28.8,2,0,0,0,5,1,16,15,13,15,1,3,3,2,12,4,5,2
2020,2021-01-31,10:15,33,Estádio Beira-Rio,Savio Pereira Sampaio,0,56000,Internacional,RB Bragantino,Abel Braga,Maurício Barbieri,1,11,23700000,18600000,26.3,26.4,2,1,1,1,3,7,11,12,10,11,5,1,0,0,12,16,5,7
2020,2021-01-31,11:00,33,Estádio Governador Plácido Castelo,Rodrigo D,0,60326,Ceará SC,Athletico-PR,Guto Ferreira,Paulo Autuori,8,12,6700000,23400000,28.0,26.1,0,2,0,0,4,4,15,18,18,15,0,2,1,2,9,11,5,5
2020,2021-02-01,12:30,33,Estádio Olímpico Nilton Santos,Raphael Claus,0,46000,Fluminense,Goiás EC,Marcão,Glauber Ramos,7,18,12400000,5730000,28.4,27.1,3,0,3,0,7,2,9,15,14,8,0,3,1,0,17,12,10,9
2020,2021-02-02,12:00,33,Estádio Adelmar da Costa Carvalho,Rafael Traci,0,35000,Sport Recife,Flamengo,Jair Ventura,Rogério Ceni,15,2,7950000,75050000,26.7,30.2,0,3,0,2,2,6,15,20,19,13,6,2,0,1,8,21,3,8
2020,2021-02-02,07:00,33,Allianz Parque,Felipe Fernandes,0,43600,Palmeiras,Botafogo,Abel Ferreira,Eduardo Barroca,5,20,27950000,6130000,28.1,24.0,1,1,1,0,12,6,16,10,9,15,2,1,1,0,17,17,9,9
2020,2021-02-17,10:00,33,Estádio Urbano Caldeira,Vinicius Gonçalves Dias Araujo,0,20120,Santos FC,Corinthians,Cuca,Vágner Mancini,10,9,18550000,24300000,25.1,28.5,1,0,0,0,6,5,24,25,24,23,4,4,2,2,11,11,2,4
2020,2021-02-03,07:00,34,Arena do Grêmio,Wilton Sampaio,0,60540,Grêmio,Santos FC,Renato Gaúcho,Cuca,7,8,57100000,24250000,28.5,25.2,3,3,1,1,5,3,12,20,19,10,2,3,1,0,17,9,9,0
2020,2021-02-03,10:15,34,Estádio Nabi Abi Chedid,Paulo Roberto Alves Júnior,0,13212,RB Bragantino,Atlético-GO,Maurício Barbieri,Marcelo Cabo,13,12,21750000,9350000,26.6,25.8,2,0,0,0,8,3,15,7,6,15,1,8,2,1,20,8,5,7
2020,2021-02-04,12:30,34,Neo Química Arena,Héber Lopes,0,49205,Corinthians,Ceará SC,Vágner Mancini,Guto Ferreira,11,10,29100000,6750000,28.3,27.7,2,1,2,1,8,3,18,14,13,18,0,5,2,2,18,7,6,4
2020,2021-02-04,12:30,34,Arena Fonte Nova,Flavio Rodrigues de Souza,0,55000,EC Bahia,Fluminense,Dado Cavalcanti,Marcão,15,5,8000000,12600000,27.7,27.7,0,1,0,1,4,1,15,11,11,15,5,6,0,2,12,13,3,6
2020,2021-02-04,01:30,34,Estádio Serra Dourada,Bruno Arleu de Araújo,0,12500,Goiás EC,Atlético-MG,Glauber Ramos,Jorge Sampaoli,18,3,3850000,27900000,24.9,27.5,1,0,1,0,1,8,13,13,13,13,2,0,2,4,3,19,1,12
2020,2021-02-04,09:30,34,Estádio Governador Plácido Castelo,Anderson Daronco,0,60326,Fortaleza,Coritiba FC,Enderson Moreira,Gustavo Morínigo,17,19,7480000,7700000,29.8,30.5,3,1,2,1,4,4,18,15,14,17,1,5,0,3,16,5,6,3
2020,2021-02-05,12:00,34,Estádio Jornalista Mário Filho,Raphael Claus,0,78838,Flamengo,Vasco da Gama,Rogério Ceni,Vanderlei Luxemburgo,2,14,73550000,17850000,29.0,27.5,2,0,1,0,7,5,19,15,14,19,3,4,0,1,17,6,4,2
2020,2021-02-05,12:00,34,Arena da Baixada,Ricardo Marques Ribeiro,0,42372,Athletico-PR,Internacional,Paulo Autuori,Abel Braga,9,1,20300000,24200000,28.9,27.2,0,0,0,0,3,2,15,20,20,13,1,4,2,1,12,5,8,3
2020,2021-02-05,11:00,34,Estádio Olímpico Nilton Santos,Luiz Flávio de Oliveira,0,46931,Botafogo,Sport Recife,Eduardo Barroca,Jair Ventura,20,16,5880000,7950000,22.3,27.1,0,1,0,1,10,8,11,19,17,9,1,5,3,0,25,10,10,3
2020,2021-02-20,01:30,34,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,0,67428,São Paulo,Palmeiras,Vizolli,Abel Ferreira,4,6,33000000,40850000,29.1,29.0,1,1,0,0,1,5,16,14,12,14,1,2,3,3,7,8,2,5
2020,2021-02-06,10:00,35,Arena Fonte Nova,Rafael Traci,0,55000,EC Bahia,Goiás EC,Dado Cavalcanti,Glauber Ramos,17,18,6750000,4830000,29.2,25.0,3,3,2,1,8,1,18,13,13,17,3,4,1,1,9,17,1,8
2020,2021-02-07,12:00,35,Estádio Antonio Accioly,Marcelo de Lima Henrique,0,13000,Atlético-GO,Santos FC,Marcelo Cabo,Cuca,13,8,7500000,30200000,25.0,25.2,1,1,1,0,0,10,18,13,13,16,2,2,1,4,8,18,5,11
2020,2021-02-07,11:30,35,Estádio Nabi Abi Chedid,Wilton Sampaio,0,13212,RB Bragantino,Flamengo,Maurício Barbieri,Rogério Ceni,10,2,19150000,71550000,27.2,27.6,1,1,0,1,5,4,19,17,15,18,6,4,1,4,12,16,7,4
2020,2021-02-08,11:00,35,Estádio Olímpico Nilton Santos,Rodrigo D,0,46931,Botafogo,Grêmio,Lúcio Flávio,Renato Gaúcho,20,7,4580000,47850000,21.6,28.9,2,5,0,2,5,2,14,18,18,14,2,4,1,1,18,13,10,3
2020,2021-02-10,10:00,35,Estádio Beira-Rio,Rodolpho Toski Marques,0,56000,Internacional,Sport Recife,Abel Braga,Jair Ventura,1,14,32300000,7850000,26.9,27.8,1,2,1,2,7,3,12,11,11,11,0,1,0,1,17,7,8,3
2020,2021-02-10,10:15,35,Estádio Governador Plácido Castelo,Braulio da Silva Machado,0,60326,Fortaleza,Vasco da Gama,Enderson Moreira,Vanderlei Luxemburgo,15,16,6750000,12800000,28.7,26.2,3,0,2,0,5,7,15,14,13,15,1,4,1,1,17,12,5,5
2020,2021-02-11,12:00,35,Estádio Cícero Pompeu de Toledo,Savio Pereira Sampaio,0,67428,São Paulo,Ceará SC,Vizolli,Guto Ferreira,4,12,35300000,7100000,29.4,28.0,1,1,0,0,6,4,10,17,16,10,1,8,2,2,16,8,5,4
2020,2021-02-11,12:30,35,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira,0,82238,Fluminense,Atlético-MG,Marcão,Jorge Sampaoli,5,3,11400000,36300000,28.9,27.2,0,0,0,0,6,6,8,13,11,6,1,3,3,1,10,8,4,4
2020,2021-02-11,12:30,35,Neo Química Arena,Jean Pierre Goncalves Lima,0,49205,Corinthians,Athletico-PR,Vágner Mancini,Paulo Autuori,9,11,24600000,25950000,28.3,26.6,3,3,2,2,3,2,19,12,11,17,3,6,0,0,18,12,6,3
2020,2021-02-17,11:30,35,Estádio Major Antônio Couto Pereira,Ramon Abatti,0,37182,Coritiba FC,Palmeiras,Gustavo Morínigo,Abel Ferreira,19,6,6450000,36230000,27.5,25.7,1,0,0,0,5,4,16,20,19,16,4,3,1,3,13,15,6,8
2020,2021-02-13,09:00,36,Estádio Serra Dourada,Felipe Fernandes,0,12500,Goiás EC,Botafogo,Glauber Ramos,Lúcio Flávio,18,20,6080000,8200000,26.1,21.5,2,0,1,0,2,5,22,26,23,21,3,5,2,2,11,11,3,6
2020,2021-02-13,11:00,36,Estádio Urbano Caldeira,Bruno Arleu de Araújo,0,20120,Santos FC,Coritiba FC,Cuca,Gustavo Morínigo,8,19,35300000,5000000,25.7,26.1,2,0,1,0,7,3,15,16,14,15,3,4,3,1,17,8,8,4
2020,2021-02-13,11:00,36,Estádio Governador Magalhães Pinto,Raphael Claus,0,57000,Atlético-MG,EC Bahia,Jorge Sampaoli,Dado Cavalcanti,3,16,34200000,6750000,26.9,27.9,1,1,1,0,6,2,10,9,9,10,4,3,1,1,21,13,6,4
2020,2021-02-14,08:00,36,Estádio Jornalista Mário Filho,Rafael Traci,0,78838,Flamengo,Corinthians,Rogério Ceni,Vágner Mancini,2,9,81250000,22400000,29.0,27.6,2,1,1,1,4,3,21,16,16,20,2,3,4,1,14,11,8,1
2020,2021-02-14,08:00,36,Estádio São Januário,Flavio Rodrigues de Souza,0,24584,Vasco da Gama,Internacional,Vanderlei Luxemburgo,Abel Braga,17,1,24750000,28800000,28.3,25.5,0,2,0,1,3,9,9,20,20,9,5,0,2,0,8,16,5,5
2020,2021-02-14,10:15,36,Allianz Parque,Ricardo Marques Ribeiro,0,43600,Palmeiras,Fortaleza,Abel Ferreira,Enderson Moreira,7,15,43550000,7430000,25.5,28.1,3,0,3,0,3,4,16,11,10,15,1,3,4,0,13,5,4,2
2020,2021-02-14,10:15,36,Arena da Baixada,Wagner do Nascimento Magalhães,0,42372,Athletico-PR,Atlético-GO,Paulo Autuori,Marcelo Cabo,11,13,25400000,9750000,27.1,26.3,2,1,0,0,7,4,14,9,9,14,3,1,4,3,8,11,5,6
2020,2021-02-15,12:30,36,Arena do Grêmio,Paulo Roberto Alves Júnior,0,60540,Grêmio,São Paulo,Renato Gaúcho,Vizolli,6,4,49000000,28300000,29.4,28.4,1,2,1,0,5,2,19,18,18,18,2,2,0,0,5,11,1,6
2020,2021-02-15,10:00,36,Estádio Governador Plácido Castelo,Wilton Sampaio,0,60326,Ceará SC,Fluminense,Guto Ferreira,Marcão,12,5,7050000,13650000,28.7,26.1,1,3,0,1,9,0,18,8,8,17,1,4,0,0,13,9,6,3
2020,2021-02-16,12:00,36,Estádio Adelmar da Costa Carvalho,Leandro Pedro Vuaden,0,35000,Sport Recife,RB Bragantino,Jair Ventura,Maurício Barbieri,14,10,6900000,26350000,27.7,25.6,0,0,0,0,1,15,8,10,10,8,6,1,0,1,4,22,3,10
2020,2021-02-20,10:30,37,Estádio Major Antônio Couto Pereira,Marcelo de Lima Henrique,0,37182,Coritiba FC,Ceará SC,Gustavo Morínigo,Guto Ferreira,19,12,6080000,7250000,26.4,27.1,0,2,0,0,7,5,14,9,9,12,2,5,2,1,16,11,8,5
2020,2021-02-21,01:00,37,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira,0,60326,Fortaleza,EC Bahia,Enderson Moreira,Dado Cavalcanti,15,16,7680000,8150000,29.3,29.3,0,4,0,1,2,0,15,13,12,13,3,3,0,1,11,12,5,5
2020,2021-02-21,08:00,37,Estádio Adelmar da Costa Carvalho,Rodolpho Toski Marques,0,35000,Sport Recife,Atlético-MG,Jair Ventura,Jorge Sampaoli,14,4,6930000,34150000,27.4,27.0,2,3,1,1,2,4,16,13,13,14,8,1,0,0,9,25,3,12
2020,2021-02-21,08:00,37,Estádio Jornalista Mário Filho,Raphael Claus,0,78838,Flamengo,Internacional,Rogério Ceni,Abel Braga,2,1,79050000,29500000,29.0,25.4,2,1,1,1,1,4,21,15,13,20,2,2,3,0,10,12,3,4
2020,2021-02-21,08:00,37,Neo Química Arena,Anderson Daronco,0,49205,Corinthians,Vasco da Gama,Vágner Mancini,Vanderlei Luxemburgo,10,17,25400000,23150000,28.6,27.9,0,0,0,0,7,4,23,18,14,22,0,4,1,6,14,8,3,6
2020,2021-02-21,10:15,37,Estádio Urbano Caldeira,Savio Pereira Sampaio,0,20120,Santos FC,Fluminense,Cuca,Marcão,8,5,18300000,13900000,25.4,27.8,1,1,0,1,4,4,20,19,17,19,2,1,1,1,8,7,5,3
2020,2021-02-21,10:15,37,Arena do Grêmio,Ricardo Marques Ribeiro,0,60540,Grêmio,Athletico-PR,Renato Gaúcho,Paulo Autuori,7,9,31250000,27100000,29.5,28.1,1,0,0,0,2,2,19,17,17,19,3,1,1,4,11,8,7,5
2020,2021-02-22,12:30,37,Estádio Serra Dourada,Jean Pierre Goncalves Lima,0,12500,Goiás EC,RB Bragantino,Glauber Ramos,Maurício Barbieri,18,11,5830000,28400000,26.6,26.1,0,0,0,0,3,11,18,20,20,18,5,1,1,1,14,14,8,4
2020,2021-02-22,10:00,37,Allianz Parque,Caio Max Augusto Vieira,0,43600,Palmeiras,Atlético-GO,Abel Ferreira,Marcelo Cabo,6,13,40850000,7650000,28.8,25.4,1,1,1,1,9,6,20,13,13,20,2,3,0,1,19,9,11,5
2020,2021-02-23,12:00,37,Estádio Olímpico Nilton Santos,Braulio da Silva Machado,0,46931,Botafogo,São Paulo,Lúcio Flávio,Vizolli,20,3,3980000,39200000,22.1,27.3,1,0,0,0,4,3,12,15,15,12,1,7,2,0,19,7,3,5
2020,2021-02-25,11:30,38,Estádio Cícero Pompeu de Toledo,Rodolpho Toski Marques,0,67428,São Paulo,Flamengo,Vizolli,Rogério Ceni,4,1,28300000,79050000,27.2,29.0,2,1,1,0,1,7,27,24,23,27,0,0,0,2,4,19,1,13
2020,2021-02-26,01:30,38,Estádio Jornalista Mário Filho,Anderson Daronco,0,82238,Fluminense,Fortaleza,Marcão,Enderson Moreira,5,16,11450000,6700000,28.4,30.8,2,0,1,0,3,5,10,12,12,9,2,1,0,1,9,9,2,7
2020,2021-02-26,01:30,38,Estádio São Januário,Leandro Pedro Vuaden,0,24584,Vasco da Gama,Goiás EC,Vanderlei Luxemburgo,Glauber Ramos,17,18,23150000,5850000,27.9,26.2,3,2,1,2,9,6,12,18,17,12,3,9,2,2,27,20,6,7
2020,2021-02-26,01:30,38,Estádio Nabi Abi Chedid,Ramon Abatti,0,13212,RB Bragantino,Grêmio,Maurício Barbieri,Renato Gaúcho,11,6,27100000,11100000,27.3,27.1,1,0,0,0,3,7,24,12,12,24,2,5,1,0,19,15,7,12
2020,2021-02-26,01:30,38,Estádio Governador Magalhães Pinto,Héber Lopes,0,57000,Atlético-MG,Palmeiras,Jorge Sampaoli,Abel Ferreira,3,7,43000000,18330000,26.1,23.8,2,0,0,0,5,4,22,17,17,21,4,6,5,1,19,9,7,4
2020,2021-02-26,01:30,38,Estádio Beira-Rio,Wilton Sampaio,0,56000,Internacional,Corinthians,Abel Braga,Vágner Mancini,2,10,34200000,24400000,25.5,29.2,0,0,0,0,12,5,13,16,13,12,1,5,6,1,16,6,6,2
2020,2021-02-26,01:30,38,Arena Fonte Nova,Paulo Roberto Alves Júnior,0,55000,EC Bahia,Santos FC,Dado Cavalcanti,Marcelo Fernandes,15,8,8150000,10650000,29.3,22.4,2,0,1,0,4,4,11,13,13,11,5,3,2,1,16,15,8,6
2020,2021-02-26,01:30,38,Arena da Baixada,Flavio Rodrigues de Souza,0,42372,Athletico-PR,Sport Recife,Paulo Autuori,Jair Ventura,9,14,26050000,7850000,27.2,27.8,2,0,1,0,8,5,15,10,9,15,4,6,2,2,18,15,8,6
2020,2021-02-26,01:30,38,Estádio Governador Plácido Castelo,Raphael Claus,0,60326,Ceará SC,Botafogo,Guto Ferreira,Lúcio Flávio,12,20,6450000,3430000,25.6,22.0,2,1,1,0,5,7,7,4,4,5,2,4,0,2,12,17,5,8
2020,2021-02-26,01:30,38,Estádio Antonio Accioly,Edina Alves Batista,0,13000,Atlético-GO,Coritiba FC,Marcelo Cabo,Gustavo Morínigo,13,19,5730000,2930000,26.6,24.5,3,1,3,0,7,4,8,9,9,8,0,4,1,1,18,9,8,8
